type_hotel,location,rating,reviewer,distance,type_bed,area,price
local hotel, Quận Ba Đình,9.1,45,2.5, 2 đơn,25,2034
local hotel, Quận Ba Đình,9.1,45,2.5, 1 đôi,30,2394
local hotel, Quận Ba Đình,9.1,45,2.5, 2 đơn,33,2356
local hotel, Quận Ba Đình,9.1,45,2.5, 1 đôi lớn,35,2772
local hotel, Quận Ba Đình,9.1,45,2.5, 2 đơn,45,2677
local hotel, Quận Ba Đình,9.1,49,4.5, 1 đôi cực lớn,43,1450
local hotel, Quận Ba Đình,9.1,49,4.5, 1 đôi lớn,43,1500
local hotel, Quận Ba Đình,9.1,49,4.5, 1 đơn,43,1500
hotel, Quận Hoàn Kiếm,9.2,489,2.0, 2 đơn,20,1100
hotel, Quận Hoàn Kiếm,9.2,489,2.0, 1 đôi,25,1290
hotel, Quận Hoàn Kiếm,9.2,489,2.0, 1 đôi,25,1290
hotel, Quận Hoàn Kiếm,9.2,489,2.0, 2 đơn,30,1400
hotel, Quận Hoàn Kiếm,9.2,489,2.0, 1 đôi cực lớn,45,1880
hotel, Quận Hoàn Kiếm,9.2,489,2.0, 2 đơn,45,2400
hotel, Quận Hoàn Kiếm,9.2,669,2.841800643086817, 2 đơn,20,1485
hotel, Quận Hoàn Kiếm,9.2,669,2.841800643086817, 1 đôi lớn,21,1584
hotel, Quận Hoàn Kiếm,9.2,669,2.841800643086817, 2 đơn,22,1881
hotel, Quận Hoàn Kiếm,9.2,669,2.841800643086817, 1 đôi lớn,25,2156
hotel, Quận Hoàn Kiếm,9.2,669,2.841800643086817, 2 đơn,32,1941
hotel, Quận Hoàn Kiếm,9.2,669,2.841800643086817, 1 đôi,32,2805
hotel, Quận Hoàn Kiếm,9.2,669,2.841800643086817, 2 đôi lớn,45,3432
hotel, Quận Hoàn Kiếm,9.2,669,2.841800643086817, 2 đôi lớn,40,3630
hotel, Quận Hoàn Kiếm,9.2,669,2.841800643086817, 2 đơn,45,3630
hotel, Quận Hoàn Kiếm,9.1,342,5.2, 1 đôi cực lớn,25,704
hotel, Quận Hoàn Kiếm,9.1,342,5.2, 2 đơn,25,1344
hotel, Quận Hoàn Kiếm,9.1,342,5.2, 1 đôi cực lớn,28,1472
hotel, Quận Hoàn Kiếm,9.1,342,5.2, 2 đơn,35,2048
hotel, Quận Hoàn Kiếm,8.4,88,2.0, 2 đơn,25,2480
hotel, Quận Hoàn Kiếm,8.4,88,2.0, 1 đôi lớn,25,2790
hotel, Quận Hoàn Kiếm,8.4,88,2.0, 1 đôi lớn,27,2940
hotel, Quận Hoàn Kiếm,8.4,88,2.0, 1 đôi lớn,37,3560
hotel, Quận Hoàn Kiếm,8.2,59,3.3, 1 đôi lớn,25,986
hotel, Quận Hoàn Kiếm,8.2,59,3.3, 2 đơn,25,4237
hotel, Quận Hoàn Kiếm,8.2,59,3.3, 1 đôi lớn,30,4708
hotel, Quận Hoàn Kiếm,8.2,59,3.3, 2 đơn,35,5640
hotel, Quận Hoàn Kiếm,8.2,59,3.3, 1 đôi,40,6267
hotel, Quận Hoàn Kiếm,8.2,59,3.3, 2 đơn,50,6666
hotel, Quận Hoàn Kiếm,8.2,59,3.3, 1 đôi,50,7407
hotel, Quận Hoàn Kiếm,8.2,59,3.3, 3 đơn,25,7691
hotel, Quận Hoàn Kiếm,8.7,28,2.841800643086817, 2 đôi cực lớn,17,1438
hotel, Quận Hoàn Kiếm,8.7,28,2.841800643086817, 1 đôi,21,1564
hotel, Quận Hoàn Kiếm,8.7,28,2.841800643086817, 1 đôi,30,1294
hotel, Quận Hoàn Kiếm,8.7,28,2.841800643086817, 1 đôi lớn,170,1407
hotel, Vietnam,8.4,24,7.7, 1 đôi lớn,25,2100
hotel, Vietnam,8.4,24,7.7, 1 đôi lớn,27,2400
hotel, Vietnam,8.4,24,7.7, 1 đôi lớn,30,2700
hotel, Vietnam,8.4,24,7.7, 1 đôi cực lớn,35,3100
hotel, Vietnam,8.4,24,7.7, 1 đơn,38,3600
hotel, Cau Giay,9.1,121,6.042268041237113, 1 đôi lớn,22,603
hotel, Cau Giay,9.1,121,6.042268041237113, 1 đôi lớn,22,1148
hotel, Cau Giay,9.1,121,6.042268041237113, 1 đôi lớn,25,1216
hotel, Cau Giay,9.1,121,6.042268041237113, 1 đơn,39,1500
hotel, Cau Giay,8.7,12,6.5, 1 đôi lớn,20,1149
hotel, Cau Giay,8.7,12,6.5, 1 đôi lớn,25,1296
hotel, Cau Giay,8.7,12,6.5, 1 đôi cực lớn,30,1440
hotel, Quận Hoàn Kiếm,9.2,667,4.2, 1 đôi lớn,20,1550
hotel, Quận Hoàn Kiếm,9.2,667,4.2, 2 đơn,20,1650
hotel, Quận Hoàn Kiếm,9.2,667,4.2, 1 đơn,30,2000
hotel, Quận Hoàn Kiếm,9.2,667,4.2, 1 đôi lớn,30,2000
hotel, Quận Hoàn Kiếm,9.2,667,4.2, 1 đơn,30,2500
hotel, Quận Hoàn Kiếm,9.2,667,4.2, 1 đôi lớn,35,2900
hotel, Quận Hoàn Kiếm,9.2,667,4.2, 2 đôi lớn,35,3200
hotel, Quận Hoàn Kiếm,9.2,667,4.2, 2 đôi lớn,40,3600
hotel, Quận Ba Đình,8.6,205,2.8, 1 đôi cực lớn,25,649
hotel, Quận Ba Đình,8.6,205,2.8, 1 đôi cực lớn,25,1555
hotel, Quận Ba Đình,8.6,205,2.8, 1 đôi cực lớn,25,1684
hotel, Quận Ba Đình,8.6,205,2.8, 1 đôi cực lớn,30,1964
hotel, Quận Ba Đình,8.6,205,2.8, 1 đôi cực lớn,25,2245
hotel, Quận Hoàn Kiếm,8.7,573,4.1, 1 đôi,25,442
hotel, Quận Hoàn Kiếm,8.7,573,4.1, 1 tầng,40,299
hotel, Quận Hoàn Kiếm,8.7,573,4.1, 1 đơn,25,351
hotel, Quận Hoàn Kiếm,8.7,573,4.1, 1 đơn,25,383
hotel, Quận Hoàn Kiếm,9.2,129,2.8, 1 đôi lớn,25,810
hotel, Quận Hoàn Kiếm,9.2,709,2.4, 1 đôi lớn,20,1260
hotel, Quận Hoàn Kiếm,9.2,709,2.4, 1 đôi lớn,25,1369
hotel, Quận Hoàn Kiếm,9.2,709,2.4, 1 đơn,35,1675
hotel, Quận Hoàn Kiếm,9.2,709,2.4, 1 đôi cực lớn,45,1717
hotel, Quận Hoàn Kiếm,9.2,709,2.4, 2 đơn,40,2100
hotel, Quận Hoàn Kiếm,9.2,709,2.4, 1 đôi cực lớn,55,8550
hotel, Quận Hoàn Kiếm,9.2,709,2.4, 1 đơn,58,2184
hotel, Cau Giay,9.2,95,6.7, 1 đôi cực lớn,55,1969
hotel, Cau Giay,9.2,95,6.7, 1 đôi cực lớn,45,2132
hotel, Quận Hoàn Kiếm,9.4,431,2.3, 2 đơn,18,1234
hotel, Quận Hoàn Kiếm,9.4,431,2.3, 1 đôi cực lớn,20,1371
hotel, Quận Hoàn Kiếm,9.4,431,2.3, 2 đơn,21,1583
hotel, Quận Hoàn Kiếm,9.4,431,2.3, 1 đôi cực lớn,26,1719
hotel, Quận Hoàn Kiếm,9.4,431,2.3, 1 đôi cực lớn,23,1723
hotel, Quận Hoàn Kiếm,9.4,431,2.3, 2 đơn,25,1860
hotel, Quận Hoàn Kiếm,9.4,431,2.3, 1 đôi cực lớn,27,2124
hotel, Quận Hoàn Kiếm,9.4,431,2.3, 1 đôi cực lớn,45,2261
hotel, Quận Thanh Xuân,0.0,0,5.1, 1 đôi cực lớn,43,4653
hotel, Quận Ba Đình,9.5,47,3.9, 1 đôi lớn,60,3980
hotel, Quận Ba Đình,9.5,47,3.9, 1 đôi cực lớn,75,3980
hotel, Quận Ba Đình,9.5,47,3.9, 1 đôi lớn,80,5560
hotel, Quận Ba Đình,9.5,47,3.9, 1 đôi cực lớn,85,5580
hotel, Quận Ba Đình,9.5,47,3.9, 1 đôi cực lớn,85,5580
hotel, Quận Ba Đình,9.5,47,3.9, 1 đôi lớn,85,5580
hotel, Quận Ba Đình,9.5,47,3.9, 1 đôi,85,5780
hotel, Quận Ba Đình,9.5,47,3.9, 1 đôi cực lớn,85,5780
hotel, Quận Ba Đình,9.5,47,3.9, 1 đôi lớn,110,7000
hotel, Quận Ba Đình,9.5,47,3.9, 1 đôi lớn,150,8300
hotel, Quận Ba Đình,8.4,100,3.9, 1 đôi lớn,28,3780
hotel, Quận Ba Đình,8.4,100,3.9, 2 đơn,35,3465
hotel, Quận Ba Đình,8.4,100,3.9, 1 đôi cực lớn,43,4095
hotel, Quận Ba Đình,8.4,100,3.9, 1 đôi cực lớn,50,3780
hotel, Quận Ba Đình,8.4,100,3.9, 1 đơn,55,4410
hotel, Quận Hoàn Kiếm,8.4,215,1.7, 1 đôi lớn,20,913
